,permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_number_suffix,street_name,street_suffix,unit,unit_suffix,description,status,status_date,filed_date,issued_date,completed_date,first_construction_document_date,structural_notification,number_of_existing_stories,number_of_proposed_stories,voluntary_soft_story_retrofit,fire_only_permit,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,tidf_compliance,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,site_permit,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at
261,202306220639,8,otc alterations permit,2023-06-22T00:00:00.000,3644,005,1240,,Valencia,St,,,"to complete all work under the following 3 permits below:  recommencement and completion of work approved under pa#201910043650,pa#201912189882,pa#201912139558",issued,2023-06-22T12:55:58.000,2023-06-22T12:40:18.000,2023-06-22T12:55:58.000,,,,1.0,1.0,,,1.0,75000.0,office,0.0,office,0.0,0,,B,B,1,constr type 1,1,constr type 1,,2023-06-22T12:42:47.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.42115434 37.752938719),parcel_centroid,1671758371171,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
262,202306220674,8,otc alterations permit,2023-06-22T00:00:00.000,1844,048,415,,Judah,St,,,repair  130 sq ft siding not visible from the st,issued,2023-06-22T15:43:40.000,2023-06-22T15:16:16.000,2023-06-22T15:43:40.000,,,,3.0,3.0,,,3800.0,3800.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,"B,R-3","B,R-3",5,wood frame (5),5,wood frame (5),,2023-06-22T15:36:36.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.466527814 37.761912258),parcel_centroid,1671792360070,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
263,202306220659,8,otc alterations permit,2023-06-22T00:00:00.000,3957,003,350,,Rhode Island,St,,,"remove & replace 1-weatherproof wall mount horn strobe, install 2 weatherproof wall mount horn strobes, ref pa#202111051889",filed,2023-06-22T14:22:20.000,2023-06-22T14:22:20.000,,,,,4.0,4.0,,Y,1980.0,0.0,office,,office,,2,,"B,S-2","B,S-2",1,constr type 1,1,constr type 1,,2023-06-22T14:23:45.000,in-house,N,Y,10,Mission Bay,94103.0,POINT (-122.403111123 37.765388384),parcel_centroid,1671776508476,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
264,202306220681,8,otc alterations permit,2023-06-22T00:00:00.000,0240,003,500,,California,St,,,"dish install 3 (n) antennas; install 2 (n) radomes & 1(n) frp box; install 6 (n) rrus/ 1(n) cabinet, power & telco conduits, 1(n) transformer, 1(n) emon-dmon. no proposed batteries",filed,2023-06-22T15:33:52.000,2023-06-22T15:33:52.000,,,,,17.0,17.0,,,150000.0,0.0,tourist hotel/motel,,tourist hotel/motel,,2,,"R-1,B","R-1,B",1,constr type 1,1,constr type 1,,2023-06-22T15:37:11.000,in-house,N,Y,3,Financial District/South Beach,94104.0,POINT (-122.403173623 37.793103759),parcel_centroid,167179963404,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
265,202306220570,8,otc alterations permit,2023-06-22T00:00:00.000,1368,035,140,,09th,Av,,,reroofing,issued,2023-06-22T08:20:13.000,2023-06-22T07:55:36.000,2023-06-22T08:20:13.000,,,,2.0,2.0,,,40000.0,40000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T08:17:22.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.467508849 37.78571391),parcel_centroid,167168297058,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
266,202306220626,8,otc alterations permit,2023-06-22T00:00:00.000,1343,009,1462,,Lake,St,,,to comply with boa's decision no 23-012. revision to 202302232472 to remove entire top horizontal bar of fence and the cable wires locate in front of window @ 1448 lake st.,issued,2023-06-22T14:45:52.000,2023-06-22T11:30:42.000,2023-06-22T14:45:52.000,,,,2.0,2.0,,,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T14:42:53.000,in-house,N,Y,1,Seacliff,94118.0,POINT (-122.475329883 37.786400695),parcel_centroid,167174596386,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
267,202306220596,8,otc alterations permit,2023-06-22T00:00:00.000,2699,010,246,,Eureka,St,,,"revision to 201908158852 as requested by inspector. structural change at skylight: s2.2, s8.4.  revision 2 architectual removal of a door: a2.0",filed,2023-06-22T09:07:28.000,2023-06-22T09:07:28.000,,,,,3.0,3.0,,,1.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T09:08:30.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.438353809 37.758272168),parcel_centroid,1671708142146,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
268,202306220579,8,otc alterations permit,2023-06-22T00:00:00.000,3581,001,3801,,17th,St,,,accessible business entrance program per ordinance 51-16 technical infeasibility request provide door bell and sinage for assistance provide curside service #abe202206071307,filed,2023-06-22T08:24:41.000,2023-06-22T08:24:41.000,,,,,2.0,2.0,,,500.0,500.0,food/beverage hndlng,1.0,food/beverage hndlng,1.0,2,,"B,R-3","B,R-3",5,wood frame (5),5,wood frame (5),,2023-06-22T09:10:21.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.430943225 37.762613583),parcel_centroid,1671689507321,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
269,202306220609,8,otc alterations permit,2023-06-22T00:00:00.000,1740,036,1246,,11th,Av,,,one skylight on side of roof. kitchen remodel like for like. one skylight on south side of roof. one replacement window.,issued,2023-06-22T13:02:07.000,2023-06-22T10:23:11.000,2023-06-22T13:02:07.000,,,,3.0,3.0,,,12000.0,40000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T12:56:44.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.468190707 37.764926656),parcel_centroid,1671728112419,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
270,202306220630,8,otc alterations permit,2023-06-22T00:00:00.000,3529,001,1750,,Harrison,St,,,re-roofing. johns manville jm tpo-60mil. sri=0.95,issued,2023-06-22T13:23:18.000,2023-06-22T11:43:48.000,2023-06-22T13:23:18.000,,,,1.0,1.0,,,225737.0,225737.0,retail sales,0.0,retail sales,0.0,0,,M,M,2,constr type 2,2,constr type 2,,2023-06-22T13:16:57.000,in-house,N,Y,9,Mission,94103.0,POINT (-122.41403 37.769035),eas_address_point,1671749156872,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
271,202306220667,8,otc alterations permit,2023-06-22T00:00:00.000,2823B,009,40,,Cityview,Wy,,,"in-kind work, replace insulation/stucco on outside wall, south elevation, approx 500 sq. ft.  to resolve bid complaint #202309683 dated 6/20/2023",issued,2023-06-22T15:42:56.000,2023-06-22T14:56:56.000,2023-06-22T15:42:56.000,,,,2.0,2.0,,,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:39:51.000,in-house,N,Y,7,Twin Peaks,94131.0,POINT (-122.450131848 37.748886704),parcel_centroid,1671785145157,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
272,202306220634,8,otc alterations permit,2023-06-22T00:00:00.000,3088,027,520,,Foerster,St,,,"alteration of street facing window (31.5"" x 22.5"" to 32"" x 42"")",filed,2023-06-22T12:11:17.000,2023-06-22T12:11:17.000,,,,,2.0,2.0,,,500.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T12:50:25.000,in-house,N,Y,7,West of Twin Peaks,94127.0,POINT (-122.448597101 37.73280131),parcel_centroid,1671753151945,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
273,202306220686,8,otc alterations permit,2023-06-22T00:00:00.000,0730,049,1244,,Pierce,St,,,to obtain final inspection for work approved under pa#201710050554. all work is complete.,complete,2023-06-26T08:43:23.000,2023-06-22T15:57:04.000,2023-06-22T16:01:19.000,2023-06-26T08:43:23.000,,,2.0,2.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:58:49.000,in-house,N,,5,Western Addition,94115.0,POINT (-122.435463721 37.781645946),parcel_centroid,1671805521253,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
274,202306220598,8,otc alterations permit,2023-06-22T00:00:00.000,1009,012,3456,,Sacramento,St,,,"as built- include additional sprinkler water flow switchf sprinkler tamper valve and addressible monitor module to reflect what is onsite, ref pa#202303274435",issued,2023-06-22T11:31:32.000,2023-06-22T09:08:05.000,2023-06-22T11:31:32.000,,,,3.0,3.0,,Y,1.0,1.0,2 family dwelling,2.0,apartments,5.0,2,,"R-3,M","R-2,M",5,wood frame (5),5,wood frame (5),,2023-06-22T11:30:07.000,in-house,N,,2,Presidio Heights,94118.0,POINT (-122.449585471 37.788115191),parcel_centroid,1671712492502,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
275,202306220641,8,otc alterations permit,2023-06-22T00:00:00.000,1035,006,3585,,California,St,,,reroofing,issued,2023-06-22T15:04:44.000,2023-06-22T12:49:15.000,2023-06-22T15:04:44.000,,,,1.0,1.0,,,238578.0,238578.0,retail sales,0.0,retail sales,0.0,0,,M,M,5,wood frame (5),5,wood frame (5),,2023-06-22T15:03:20.000,in-house,N,Y,2,Presidio Heights,94118.0,POINT (-122.452758128 37.786089891),parcel_centroid,1671760367664,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
276,202306220686,8,otc alterations permit,2023-06-22T00:00:00.000,0730,023,1242,,Pierce,St,,,to obtain final inspection for work approved under pa#201710050554. all work is complete.,complete,2023-06-26T08:43:23.000,2023-06-22T15:57:04.000,2023-06-22T16:01:19.000,2023-06-26T08:43:23.000,,,2.0,2.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:58:49.000,in-house,N,Y,5,Western Addition,94115.0,POINT (-122.435463721 37.781645946),parcel_centroid,167180480662,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
277,202306220574,8,otc alterations permit,2023-06-22T00:00:00.000,7552,021,180,,Arbor,St,,,to comply w/ 202309659: fiberglass window replacement in kind (2) (same location and size). street facing.,issued,2023-06-22T08:55:56.000,2023-06-22T08:08:06.000,2023-06-22T08:55:56.000,,,,2.0,2.0,,,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T08:52:12.000,in-house,N,Y,8,Glen Park,94131.0,POINT (-122.437478062 37.737354256),parcel_centroid,1671685228485,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
278,202306220652,8,otc alterations permit,2023-06-22T00:00:00.000,2860,004,2181,,09th,Av,,,revision to pa 202205063689. additional interior work: electrical and plumbing fixtures and finishes to upper basement and 1/f. no exterior work.,filed,2023-06-22T13:55:37.000,2023-06-22T13:55:37.000,,,,,2.0,2.0,,,35000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:57:31.000,in-house,N,Y,7,West of Twin Peaks,94116.0,POINT (-122.465295659 37.748247936),parcel_centroid,1671771503112,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
279,202306220638,2,new construction wood frame,2023-06-22T00:00:00.000,7112,024,2834,,San Jose,Av,,,erect type-v 4 stories 6 unit residential building,filed,2023-06-22T12:37:10.000,2023-06-22T12:37:10.000,,,,,,4.0,,,1000000.0,,,,apartments,6.0,2,,,R-2,,,5,wood frame (5),Y,2023-06-22T00:00:00.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112.0,POINT (-122.454660675 37.712595238),parcel_centroid,1671757222084,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
280,202306220588,8,otc alterations permit,2023-06-22T00:00:00.000,0260,001,425,,California,St,0.0,,"24/f: install 1-flush mount call station and 1-sign, relocate 1-ceiling mount speaker strobe, ref two-way comm backbone 202301200441.",issued,2023-06-22T14:18:07.000,2023-06-22T08:50:18.000,2023-06-22T14:18:07.000,,,,24.0,24.0,,Y,1375.0,6000.0,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-22T14:13:17.000,in-house,N,Y,3,Financial District/South Beach,94104.0,POINT (-122.401353281 37.792795755),parcel_centroid,1671699298601,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
281,202306220668,8,otc alterations permit,2023-06-22T00:00:00.000,2613,020,2317,,15th,St,,,"kitchen island, dishwasher , sink and oven",issued,2023-06-22T15:30:06.000,2023-06-22T14:58:37.000,2023-06-22T15:30:06.000,,,,2.0,2.0,,,5000.0,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:28:06.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.43618796 37.765456273),parcel_centroid,1671786139366,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
282,202306220569,8,otc alterations permit,2023-06-22T00:00:00.000,1844,038,1434,,10th,Av,,,reroofing,issued,2023-06-22T08:19:32.000,2023-06-22T07:52:15.000,2023-06-22T08:19:32.000,,,,2.0,2.0,,,25000.0,25000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T08:12:59.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.466875457 37.761451164),parcel_centroid,1671681116991,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
283,202306220673,8,otc alterations permit,2023-06-22T00:00:00.000,3648,046,3668,,24th,St,0.0,,reroofing,issued,2023-06-26T13:47:43.000,2023-06-22T15:14:46.000,2023-06-26T13:47:43.000,,,,3.0,3.0,,,8000.0,8000.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:18:41.000,in-house,N,Y,8,Mission,94110.0,POINT (-122.424457948 37.752051976),parcel_centroid,1671791453415,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
284,202306220575,8,otc alterations permit,2023-06-22T00:00:00.000,0574,012,1650,,Pacific,Av,,,as-builts for pa 202301120100: install f/a system with spirnklermointoring and elvator control as well as hvac monitoring and notiication throughout.,issued,2023-06-23T08:19:20.000,2023-06-22T08:10:35.000,2023-06-23T08:19:20.000,,,,2.0,2.0,,Y,20000.0,1.0,office,,office,,2,,B,B,3,constr type 3,3,constr type 3,,2023-06-23T08:14:00.000,in-house,N,Y,3,Russian Hill,94109.0,POINT (-122.422569097 37.795156798),parcel_centroid,167168674936,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
285,202306220680,8,otc alterations permit,2023-06-22T00:00:00.000,0842,040,460,,Fillmore,St,2.0,,"unit 2: replace (4) windows, (n) aluminum,  no change to size location, u-factor <or =0.30, (1) is visible on 2nd story",issued,2023-06-26T12:48:12.000,2023-06-22T15:27:02.000,2023-06-26T12:48:12.000,,,,3.0,3.0,,,11587.0,11587.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T12:34:26.000,in-house,N,Y,5,Hayes Valley,94117.0,POINT (-122.430468685 37.773676825),parcel_centroid,167179882851,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
286,202306220658,8,otc alterations permit,2023-06-22T00:00:00.000,4277,008,1499,,Potrero,Av,,,"replace 14 windows and one door in upper unit. start of work inspection required to review existing conditions. same size, same location, max u-factor 0.30,  windows are at residential unit.",issued,2023-06-22T15:12:40.000,2023-06-22T14:21:43.000,2023-06-22T15:12:40.000,,,,3.0,3.0,,,28500.0,28500.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,"R-3,A-3","R-3,A-3",5,wood frame (5),5,wood frame (5),,2023-06-22T15:05:17.000,in-house,N,Y,9,Mission,94110.0,POINT (-122.40503 37.749584),eas_address_point,1671775360294,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
287,202306220602,8,otc alterations permit,2023-06-22T00:00:00.000,0157,021,1196,,Pacific,Av,,,"new retail tenant improvement, upgrade bathrooms, new office and stroage rooms, no onsite consumption",filed,2023-06-22T09:36:34.000,2023-06-22T09:36:34.000,,,,,3.0,3.0,,,30000.0,0.0,retail sales,4.0,retail sales,4.0,2,,"M,R-2","M,R-2",5,wood frame (5),5,wood frame (5),,2023-06-22T11:37:59.000,in-house,N,Y,3,Nob Hill,94133.0,POINT (-122.414833314 37.796049897),parcel_centroid,1671719266123,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
288,202306220618,8,otc alterations permit,2023-06-22T00:00:00.000,0315,003,225,,Powell,St,,,"new fire sprinkler ti inside of e building, adding pendent sprinklers for new ceiling plan",filed,2023-06-22T10:43:35.000,2023-06-22T10:43:35.000,,,,,7.0,7.0,,Y,12950.0,0.0,tourist hotel/motel,186.0,tourist hotel/motel,186.0,2,,"R-1,A-2","R-1,A-2",1,constr type 1,1,constr type 1,,2023-06-22T10:45:03.000,in-house,N,Y,3,Tenderloin,94102.0,POINT (-122.408466813 37.786750877),parcel_centroid,1671737389100,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
289,202306220606,8,otc alterations permit,2023-06-22T00:00:00.000,1237,034,1085,,Page,St,,,"replace deck surface in kind. any dryrot. replace/repair - less than 50%. no railings, no stairs.",issued,2023-06-22T11:19:52.000,2023-06-22T10:16:02.000,2023-06-22T11:19:52.000,,,,3.0,3.0,,,12000.0,12000.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-22T11:18:04.000,in-house,N,Y,5,Haight Ashbury,94117.0,POINT (-122.438612997 37.771886854),parcel_centroid,167172493402,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
290,202306220633,8,otc alterations permit,2023-06-22T00:00:00.000,0864,013,58,,Carmelita,St,,,"fire debris asbestos clean up, remove/dispose of asbestos-containing wall finishes. remove walls, ceilings, falling debris and contaminated furniture.",issued,2023-06-22T15:14:13.000,2023-06-22T11:58:18.000,2023-06-22T15:14:13.000,,,,2.0,2.0,,,95000.0,95000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:12:28.000,in-house,N,Y,8,Haight Ashbury,94117.0,POINT (-122.434007511 37.769968213),parcel_centroid,167175283473,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
291,202306220662,6,demolitions,2023-06-22T00:00:00.000,7112,024,2834,,San Jose,Av,0.0,,demolish type-v 2 stories 3 dwelling unit building.,filed,2023-06-22T14:37:08.000,2023-06-22T14:37:08.000,,,,,2.0,,,,15000.0,,apartments,3.0,,,2,,R-2,,5,wood frame (5),,,,2023-06-22T14:38:28.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112.0,POINT (-122.454660675 37.712595238),parcel_centroid,1671779412754,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
292,202306220646,8,otc alterations permit,2023-06-22T00:00:00.000,2715,032,30,,Grand View,Tr,,,revision to pa# 202303143641. replacing existing rotten rim joist at exterior balcony.  like to like,issued,2023-06-23T08:23:13.000,2023-06-22T13:18:13.000,2023-06-23T08:23:13.000,,,,2.0,2.0,,,1.0,1.0,apartments,3.0,apartments,3.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T08:20:18.000,in-house,N,Y,8,Twin Peaks,94114.0,POINT (-122.440955745 37.757559888),parcel_centroid,1671765245960,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
293,202306220676,8,otc alterations permit,2023-06-22T00:00:00.000,1659,016,781,,16th,Av,,,"replace (e) tub w/walkin tub, no change to layout- (1) 20 amp circuit and dry wall patch",issued,2023-06-26T12:57:07.000,2023-06-22T15:19:58.000,2023-06-26T12:57:07.000,,,,2.0,2.0,,,9500.0,9500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:39:55.000,in-house,N,Y,1,Outer Richmond,94118.0,POINT (-122.474909436 37.77341531),parcel_centroid,1671794108881,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
294,202306220682,8,otc alterations permit,2023-06-22T00:00:00.000,1158,055,1862,,Mcallister,St,,,"bathroom remodel like for like - to replace valves and fixtures. replace electrical and plumbing in existing laundry room. no structural work, no floor layout changes, no wall layout changes.",issued,2023-06-23T13:31:10.000,2023-06-22T15:35:15.000,2023-06-23T13:31:10.000,,,,3.0,3.0,,,45000.0,45000.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T13:17:47.000,in-house,N,Y,2,Lone Mountain/USF,94115.0,POINT (-122.442875372 37.777507457),parcel_centroid,1671801486979,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
295,202306220573,8,otc alterations permit,2023-06-22T00:00:00.000,0693,013,970,,Geary,St,0.0,,"fire alarm system replacment sffc sec 1103.7.6.1, upgrade in a non sprinklered building, new facu (es-50x) 17-smoke detectors, 11-pull stations, radio to monitor system, power supply and 46-low frequency horns in sleeping areas.",issued,2023-06-22T09:33:55.000,2023-06-22T08:04:13.000,2023-06-22T09:33:55.000,,,,5.0,5.0,,Y,44000.0,44000.0,apartments,39.0,apartments,39.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-22T09:33:45.000,in-house,N,Y,3,Tenderloin,94109.0,POINT (-122.419200309 37.786222677),parcel_centroid,1671684406818,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
296,202306220648,8,otc alterations permit,2023-06-22T00:00:00.000,7515A,059,274,,Red Rock,Wy,,,"remove and replace approx 250 sqft of stucco. 8 sheets of 1/2 plywood and replace damaged framing like for like. approx 40 lf of 2x6 8 lf of joist. ply to be 1/2"" c-dx, 8d common @ 6""e.n.",filed,2023-06-22T13:24:38.000,2023-06-22T13:24:38.000,,,,,3.0,3.0,,,28470.0,28470.0,apartments,8.0,apartments,8.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-22T14:14:23.000,in-house,N,Y,8,Noe Valley,94131.0,POINT (-122.443030949 37.746077509),parcel_centroid,1671767253047,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
297,202306220593,8,otc alterations permit,2023-06-22T00:00:00.000,1475,023,422,,44th,Av,,,"upgrade fire alarm installation with notification to comply sffc 1103.7.6.1. replace (e) facp with new fire alarm control unit. replace (e) s/d, manual pull stations, install new manual pull stations, new aes radio comm, monotoring modules to monitor aes radio for trouble, install lf sounders",issued,2023-06-23T11:28:57.000,2023-06-22T09:01:13.000,2023-06-23T11:28:57.000,,,,3.0,3.0,,Y,10000.0,28500.0,apartments,6.0,apartments,6.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T11:27:52.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.504865647 37.780613984),parcel_centroid,1671705242847,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
298,202306220623,8,otc alterations permit,2023-06-22T00:00:00.000,1605,007,765,,39th,Av,,,"revision to bpa#202211186800, rebuild entry stairs per terrazo plans, rebuild steps w/brick/mortar before installing terrazzo steps",issued,2023-06-22T13:43:13.000,2023-06-22T11:21:30.000,2023-06-22T13:43:13.000,,,,2.0,2.0,,,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T13:41:28.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.499691434 37.774345901),parcel_centroid,1671741106406,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
299,202306220669,8,otc alterations permit,2023-06-22T00:00:00.000,2039,029,1762,,11th,Av,,,"revision to pa# 202209152555, exterior door at rear, replaces proposed window.",issued,2023-06-23T14:25:54.000,2023-06-22T15:06:51.000,2023-06-23T14:25:54.000,,,,2.0,2.0,,,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:24:14.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.467522408 37.755334144),parcel_centroid,1671787123021,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
300,202306220604,8,otc alterations permit,2023-06-22T00:00:00.000,1677,011C,897,,34th,Av,0.0,,upgrade existing fire alarm system to comply with sffc secrion 1103.7.6.1,filed,2023-06-22T09:56:34.000,2023-06-22T09:56:34.000,,,,,4.0,4.0,,Y,28360.0,0.0,apartments,5.0,apartments,5.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-22T09:59:26.000,in-house,N,,1,Outer Richmond,94121.0,POINT (-122.494126623 37.772266373),parcel_centroid,1671722417464,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
301,202306220653,8,otc alterations permit,2023-06-22T00:00:00.000,4075,015,734,,Vermont,St,,,re-roofing,issued,2023-06-22T15:22:13.000,2023-06-22T14:10:15.000,2023-06-22T15:22:13.000,,,,3.0,3.0,,,8000.0,8000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T15:19:32.000,in-house,N,Y,10,Potrero Hill,94107.0,POINT (-122.404337506 37.759734021),parcel_centroid,1671772169732,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
302,202306220637,8,otc alterations permit,2023-06-22T00:00:00.000,6272,018,4849,,Mission,St,,,"revison to pa#202302071555, provide drop ceiling @ church class, relocate furnace to hall & door. see pa#202302071555 for full compliance of d.a. checklist.",filed,2023-06-22T12:31:39.000,2023-06-22T12:31:39.000,,,,,3.0,3.0,,,5000.0,20000.0,retail sales,2.0,church,2.0,2,,"R-3,B,M","R-3,B,A-3",5,wood frame (5),5,wood frame (5),,2023-06-23T15:49:19.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.437474235 37.720705243),parcel_centroid,1671756396157,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
303,202306220657,3,additions alterations or repairs,2023-06-22T00:00:00.000,0707,048,1730,,Ofarrell,St,,RESID'L,voluntary partial seismic retrofit.reinforced concrete column jackets/wall overlays @ select shear walls.removal & replacement of archtictural finishes to allow for structrual work to be completed.accessibility work @ two bldg entrances to bring slopes @ landings into compliance.,filed,2023-06-22T14:19:50.000,2023-06-22T14:19:50.000,,,,,12.0,12.0,,,500000.0,,apartments,135.0,apartments,135.0,2,,R-2,R-2,1,constr type 1,1,constr type 1,,2023-06-22T14:48:47.000,in-house,N,Y,5,Western Addition,94115.0,POINT (-122.43331592 37.783480733),parcel_centroid,1671782464246,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
304,202306220601,8,otc alterations permit,2023-06-22T00:00:00.000,5685,005,328,,Prentiss,St,,,to obtain final for work approved under pa# 201605107091 and 201605036440. all work is complete.,issued,2023-06-22T09:32:16.000,2023-06-22T09:27:43.000,2023-06-22T09:32:16.000,,,,2.0,2.0,,,1.0,1.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-22T09:29:23.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.412220279 37.739177737),parcel_centroid,1671718186786,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
